job_id,title,region_province,region_city,region_code,address_full,organization,organization_detail,employment_type,employment_type_name,min_age,max_age,recruitment_count,start_date,end_date,application_start,application_end,deadline_status,application_method,application_method_code,requirements,detail_content,contact_person,contact_number,homepage,source_id,wanted_auth_no,text_representation
K130042510100008,요양보호사 구인합니다,부산,남구,90040,"48508 부산광역시 남구 수영로 312, 1819호 (대연동, 21 센츄리시티 오피스텔)",치사랑재가복지센터,치사랑재가복지센터,CM0105,CM0105,60,0,1,2025-10-10,2025-12-04,2025-10-10,2025-12-04,접수중,방문,CM0804,['장애인'],,전나겸,051-610-1608,,B,K130042510100008,"채용 공고: 요양보호사 구인합니다
기관명: 치사랑재가복지센터
근무지역: 부산 남구
상세주소: 48508 부산광역시 남구 수영로 312, 1819호 (대연동, 21 센츄리시티 오피스텔)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-12-04
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 전나겸 | 연락처: 051-610-1608"
KJAX002510100001,[석관두산아파트] 경비원  모집,,,30140,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,주식회사 이데아그룹,CM0105,CM0105,60,0,1,2025-10-10,2025-12-09,2025-10-10,2025-12-09,접수중,방문,CM0804,"['(준)고령자(50세이상)', '고용촉진장려금대상자', '보훈취업지원대상자', '장애인']",,이건희,,,B,KJAX002510100001,"채용 공고: [석관두산아파트] 경비원  모집
기관명: 주식회사 이데아그룹
상세주소: 14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-12-09
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인
담당자: 이건희"
KJ20972510100006,김포한강3차 푸르지오 미화원 모집,,,10080,"08595 서울특별시 금천구 범안로 1130, 1호실 (가산동, 디지털엠파이어빌딩)",(주)한강티에스,(주)한강티에스,CM0105,CM0105,60,0,1,2025-10-10,2025-12-09,2025-10-10,2025-12-09,접수중,방문,CM0804,['장애인'],,김정수,,,B,KJ20972510100006,"채용 공고: 김포한강3차 푸르지오 미화원 모집
기관명: (주)한강티에스
상세주소: 08595 서울특별시 금천구 범안로 1130, 1호실 (가산동, 디지털엠파이어빌딩)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-12-09
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 김정수"
KJAQ002510100008,"[하왕십리동] 아파트 미화원모집(08:40~15시 주5일 월 139만원, 복지카드 우대)",,,10020,"05246 서울특별시 강동구 올림픽로 683, 명화빌딩 206호",(주)융성종합관리,(주)융성종합관리,CM0105,CM0105,60,0,1,2025-10-10,2025-12-09,2025-10-10,2025-12-09,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,문천식,,,B,KJAQ002510100008,"채용 공고: [하왕십리동] 아파트 미화원모집(08:40~15시 주5일 월 139만원, 복지카드 우대)
기관명: (주)융성종합관리
상세주소: 05246 서울특별시 강동구 올림픽로 683, 명화빌딩 206호
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-12-09
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 문천식"
KJ21282510100002,춘천 후평현대1차 경비원 구인,,,30140,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,주식회사 이데아그룹,CM0105,CM0105,60,0,1,2025-10-10,2025-10-31,2025-10-10,2025-10-31,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,이건희,033-250-3778,,B,KJ21282510100002,"채용 공고: 춘천 후평현대1차 경비원 구인
기관명: 주식회사 이데아그룹
상세주소: 14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-10-31
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 이건희 | 연락처: 033-250-3778"
KJAJ002510100004,상계동 포레나노원 아파트 실내 미화원 구인,,,10170,"02831 서울특별시 성북구 성북로4길 52, 스카이상가 동관1층 (돈암동, 한신한진아파트)",승인산업주식회사,승인산업주식회사,CM0105,CM0105,60,0,1,2025-10-10,2025-11-09,2025-10-10,2025-11-09,접수중,방문,CM0804,"['(준)고령자(50세이상)', '고용촉진장려금대상자', '보훈취업지원대상자', '장애인']",,정병천,,,B,KJAJ002510100004,"채용 공고: 상계동 포레나노원 아파트 실내 미화원 구인
기관명: 승인산업주식회사
상세주소: 02831 서울특별시 성북구 성북로4길 52, 스카이상가 동관1층 (돈암동, 한신한진아파트)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-11-09
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인
담당자: 정병천"
K120142510100016,호텔 스카이파크 센트럴 명동점 시설기사 모집,서울,중구,10150,"06777 서울특별시 서초구 언남길 43, 4층 (양재동, 이노빌딩)",(주)이노서브비엠,(주)이노서브비엠,CM0105,CM0105,60,0,1,2025-10-10,2025-12-09,2025-10-10,2025-12-09,접수중,방문,CM0804,['장애인'],,김민동,,,B,K120142510100016,"채용 공고: 호텔 스카이파크 센트럴 명동점 시설기사 모집
기관명: (주)이노서브비엠
근무지역: 서울 중구
상세주소: 06777 서울특별시 서초구 언남길 43, 4층 (양재동, 이노빌딩)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-12-09
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 김민동"
KEC0742510100001,아파트미화원 - 별내동,,,30140,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,주식회사 이데아그룹,CM0105,CM0105,60,0,1,2025-10-10,2025-12-09,2025-10-10,2025-12-09,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,이건희,,,B,KEC0742510100001,"채용 공고: 아파트미화원 - 별내동
기관명: 주식회사 이데아그룹
상세주소: 14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-12-09
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 이건희"
K151342510100038,택시 운전원 모집,경기,안양시,30340,"14040 경기도 안양시 동안구 전파로95번길 25, 태광교통 (호계동)",(자)태광교통,(자)태광교통,CM0105,CM0105,60,0,30,2025-10-10,2025-10-27,2025-10-10,2025-10-27,접수중,방문,CM0804,"['고용촉진장려금대상자', '보훈취업지원대상자', '북한이탈주민', '장기복무 제대군인', '장애인']",,이운규,031-452-7445,,B,K151342510100038,"채용 공고: 택시 운전원 모집
기관명: (자)태광교통
근무지역: 경기 안양시
상세주소: 14040 경기도 안양시 동안구 전파로95번길 25, 태광교통 (호계동)
연령: 60세 이상
모집인원: 30명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-10-27
접수상태: 접수중
접수방법: 방문
우대사항: 고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 장기복무 제대군인, 장애인
담당자: 이운규 | 연락처: 031-452-7445"
KJ21062510100024,[평화동 건설현장 격일제] 경비원 모집,,,10150,"06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)",국도안전관리(주),국도안전관리(주),CM0105,CM0105,60,0,1,2025-10-10,2025-11-09,2025-10-10,2025-11-09,접수중,방문,CM0804,"['(준)고령자(50세이상)', '고용촉진장려금대상자', '보훈취업지원대상자', '장기복무 제대군인', '장애인']",,최준호,031-8045-3268,www.kukdo1228.co.kr,B,KJ21062510100024,"채용 공고: [평화동 건설현장 격일제] 경비원 모집
기관명: 국도안전관리(주)
상세주소: 06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-11-09
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장기복무 제대군인, 장애인
담당자: 최준호 | 연락처: 031-8045-3268 | 홈페이지: www.kukdo1228.co.kr"
K151412510100050,식품회사 시설미화원/청소직 모집,경기,시흥시,30290,"15115 경기도 시흥시 공단2대로 336, 씨에이치씨푸드 (정왕동)",씨에이치씨푸드인더스트리즈(주),씨에이치씨푸드인더스트리즈(주),CM0105,CM0105,60,0,1,2025-10-10,2025-12-09,2025-10-10,2025-12-09,접수중,방문,CM0804,['장애인'],,윙텡산,031-433-3265,,B,K151412510100050,"채용 공고: 식품회사 시설미화원/청소직 모집
기관명: 씨에이치씨푸드인더스트리즈(주)
근무지역: 경기 시흥시
상세주소: 15115 경기도 시흥시 공단2대로 336, 씨에이치씨푸드 (정왕동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-12-09
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 윙텡산 | 연락처: 031-433-3265"
KJ21062510100026,[부천대장택지지구 건설현장 격일제] 경비원 모집,,,10150,"06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)",국도안전관리(주),국도안전관리(주),CM0105,CM0105,60,0,2,2025-10-10,2025-11-09,2025-10-10,2025-11-09,접수중,방문,CM0804,"['(준)고령자(50세이상)', '고용촉진장려금대상자', '보훈취업지원대상자', '장기복무 제대군인', '장애인']",,최준호,031-8045-3268,www.kukdo1228.co.kr,B,KJ21062510100026,"채용 공고: [부천대장택지지구 건설현장 격일제] 경비원 모집
기관명: 국도안전관리(주)
상세주소: 06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)
연령: 60세 이상
모집인원: 2명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-11-09
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장기복무 제대군인, 장애인
담당자: 최준호 | 연락처: 031-8045-3268 | 홈페이지: www.kukdo1228.co.kr"
KJ21062510100027,[9호선 양천향교역 인근 복합업무시설 공사현장]격일제 경비원 채용,서울,강서구,10150,"06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)",국도안전관리(주),국도안전관리(주),CM0105,CM0105,60,0,1,2025-10-10,2025-11-09,2025-10-10,2025-11-09,접수중,방문,CM0804,"['(준)고령자(50세이상)', '고용촉진장려금대상자', '보훈취업지원대상자', '장기복무 제대군인', '장애인']",,최준호,031-8045-3268,www.kukdo1228.co.kr,B,KJ21062510100027,"채용 공고: [9호선 양천향교역 인근 복합업무시설 공사현장]격일제 경비원 채용
기관명: 국도안전관리(주)
근무지역: 서울 강서구
상세주소: 06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-11-09
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장기복무 제대군인, 장애인
담당자: 최준호 | 연락처: 031-8045-3268 | 홈페이지: www.kukdo1228.co.kr"
KJ20832510100011,[10/30(목) 이천시 일자리박람회] 더크로스비GC골프장 미화/현관/락카사원 모집,경기,이천시,10010,"06254 서울특별시 강남구 강남대로62길 31, 4층 (역삼동, 예원빌딩)",(주)잡위드,(주)잡위드,CM0105,CM0105,60,0,3,2025-10-10,2025-11-09,2025-10-10,2025-11-09,접수중,방문,CM0804,"['운전면허증', '장애인']",,임승우,031-644-4187,www.jobwith.co.kr,B,KJ20832510100011,"채용 공고: [10/30(목) 이천시 일자리박람회] 더크로스비GC골프장 미화/현관/락카사원 모집
기관명: (주)잡위드
근무지역: 경기 이천시
상세주소: 06254 서울특별시 강남구 강남대로62길 31, 4층 (역삼동, 예원빌딩)
연령: 60세 이상
모집인원: 3명
고용형태: CM0105
접수기간: 2025-10-10 ~ 2025-11-09
접수상태: 접수중
접수방법: 방문
우대사항: 운전면허증, 장애인
담당자: 임승우 | 연락처: 031-644-4187 | 홈페이지: www.jobwith.co.kr"
K150122510100056,영업용 카카오 콜택시 운전원,인천,서구,110070,"22789 인천광역시 서구 염곡로272번길 10, 사무실 (석남동)",동우교통（주）,동우교통（주）,CM0103,CM0103,60,0,30,2025-10-10,2025-12-09,2025-10-10,2025-12-09,접수중,방문,CM0804,"['운전면허증', '장애인']",,양준모,032-572-3301,http://,B,K150122510100056,"채용 공고: 영업용 카카오 콜택시 운전원
기관명: 동우교통（주）
근무지역: 인천 서구
상세주소: 22789 인천광역시 서구 염곡로272번길 10, 사무실 (석남동)
연령: 60세 이상
모집인원: 30명
고용형태: CM0103
접수기간: 2025-10-10 ~ 2025-12-09
접수상태: 접수중
접수방법: 방문
우대사항: 운전면허증, 장애인
담당자: 양준모 | 연락처: 032-572-3301 | 홈페이지: http://"
KJKV002510020003,2025년도 제5회 신규직원 공개채용 재공고(전임계약직 다급),경기,연천군,30400,11012 경기도 연천군 연천읍 연천역로 29 (연천공영버스터미널),연천군시설관리공단,연천군시설관리공단,CM0105,CM0105,60,0,1,2025-10-02,2025-10-27,2025-10-02,2025-10-27,접수중,방문,CM0804,"['북한이탈주민', '장애인 공연기획관련 학사학위 이상 취득이면서 실무경력이 3년이상 또는 공연기획관련 실무경력 5년 이상(채용공고문 응시자격 기준 참고)']",,송승원,070-4953-0387,www.yccs.or.kr,B,KJKV002510020003,"채용 공고: 2025년도 제5회 신규직원 공개채용 재공고(전임계약직 다급)
기관명: 연천군시설관리공단
근무지역: 경기 연천군
상세주소: 11012 경기도 연천군 연천읍 연천역로 29 (연천공영버스터미널)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-02 ~ 2025-10-27
접수상태: 접수중
접수방법: 방문
우대사항: 북한이탈주민, 장애인 공연기획관련 학사학위 이상 취득이면서 실무경력이 3년이상 또는 공연기획관련 실무경력 5년 이상(채용공고문 응시자격 기준 참고)
담당자: 송승원 | 연락처: 070-4953-0387 | 홈페이지: www.yccs.or.kr"
KJ20832510020009,이천자이더파트아파트 실내미화원 모집합니다.,경기,이천시,30520,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,유한책임회사 화이트시스템,CM0105,CM0105,60,0,4,2025-10-02,2025-12-01,2025-10-02,2025-12-01,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,윤지연,031-644-8728,,B,KJ20832510020009,"채용 공고: 이천자이더파트아파트 실내미화원 모집합니다.
기관명: 유한책임회사 화이트시스템
근무지역: 경기 이천시
상세주소: 12984 경기도 하남시 안터로 50-29, 102호 (풍산동)
연령: 60세 이상
모집인원: 4명
고용형태: CM0105
접수기간: 2025-10-02 ~ 2025-12-01
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 윤지연 | 연락처: 031-644-8728"
KEC0842510020002,둔촌고등학교 당직경비 채용,,,10200,"07275 서울특별시 영등포구 영등포로5길 19 (양평동2가, 동아프라임밸리)",주식회사 이에마로,주식회사 이에마로,CM0105,CM0105,60,0,1,2025-10-02,2025-12-01,2025-10-02,2025-12-01,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,이점희,02-6096-6363,http://이에마로.com,B,KEC0842510020002,"채용 공고: 둔촌고등학교 당직경비 채용
기관명: 주식회사 이에마로
상세주소: 07275 서울특별시 영등포구 영등포로5길 19 (양평동2가, 동아프라임밸리)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-02 ~ 2025-12-01
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 이점희 | 연락처: 02-6096-6363 | 홈페이지: http://이에마로.com"
K151412510020036,자립생활센터안단테 장애인근로지원인 사업 담당자  모집,경기,시흥시,30290,"14995 경기도 시흥시 승지로60번길 17 (능곡동, 현대프라자)",자립생활센터안단테,자립생활센터안단테,CM0105,CM0105,60,0,1,2025-10-02,2025-12-01,2025-10-02,2025-12-01,접수중,방문,CM0804,"['운전면허증', '장애인', '차량소지자 - 장애인 자립생활센터 내 장애인 단체 종사 경험자 우대\r\n- 장애인 장애인근로지원인 사업 업무 경력 우대']",,한동국,031-520-7978,www.cilandante.com,B,K151412510020036,"채용 공고: 자립생활센터안단테 장애인근로지원인 사업 담당자  모집
기관명: 자립생활센터안단테
근무지역: 경기 시흥시
상세주소: 14995 경기도 시흥시 승지로60번길 17 (능곡동, 현대프라자)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-02 ~ 2025-12-01
접수상태: 접수중
접수방법: 방문
우대사항: 운전면허증, 장애인, 차량소지자 - 장애인 자립생활센터 내 장애인 단체 종사 경험자 우대
- 장애인 장애인근로지원인 사업 업무 경력 우대
담당자: 한동국 | 연락처: 031-520-7978 | 홈페이지: www.cilandante.com"
KJAB002510010004,[강남구청.강남고용센터 현장면접] 보안대원 모집_25년 10월22일(수) 14:00,서울,송파구,10010,"06211 서울특별시 강남구 테헤란로 322, 한신인터밸리 서관 20층 (역삼동, 한신인터밸리24 서관 20층)",(주)프로에스콤,(주)프로에스콤,CM0105,CM0105,60,0,20,2025-10-01,2025-11-30,2025-10-01,2025-11-30,접수중,방문,CM0804,"['보훈취업지원대상자', '장기복무 제대군인', '장애인']",,신양주,02-3423-5585,http://www.proscom.co.kr,B,KJAB002510010004,"채용 공고: [강남구청.강남고용센터 현장면접] 보안대원 모집_25년 10월22일(수) 14:00
기관명: (주)프로에스콤
근무지역: 서울 송파구
상세주소: 06211 서울특별시 강남구 테헤란로 322, 한신인터밸리 서관 20층 (역삼동, 한신인터밸리24 서관 20층)
연령: 60세 이상
모집인원: 20명
고용형태: CM0105
접수기간: 2025-10-01 ~ 2025-11-30
접수상태: 접수중
접수방법: 방문
우대사항: 보훈취업지원대상자, 장기복무 제대군인, 장애인
담당자: 신양주 | 연락처: 02-3423-5585 | 홈페이지: http://www.proscom.co.kr"
K161232510010020,아파트 전기과장 모집,전북,익산시,130090,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,(주)서영주택관리,CM0105,CM0105,60,0,1,2025-10-01,2025-10-31,2025-10-01,2025-10-31,접수중,방문,CM0804,"['고용촉진장려금대상자', '장애인']",,이창곤,063-840-6550,http://www.seoyoung.co.kr,B,K161232510010020,"채용 공고: 아파트 전기과장 모집
기관명: (주)서영주택관리
근무지역: 전북 익산시
상세주소: 54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-01 ~ 2025-10-31
접수상태: 접수중
접수방법: 방문
우대사항: 고용촉진장려금대상자, 장애인
담당자: 이창곤 | 연락처: 063-840-6550 | 홈페이지: http://www.seoyoung.co.kr"
K161232510010024,아파트 경비원 모집,,,130090,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,(주)서영주택관리,CM0105,CM0105,60,0,1,2025-10-01,2025-10-31,2025-10-01,2025-10-31,접수중,방문,CM0804,['장애인'],,이창곤,063-843-2412,http://www.seoyoung.co.kr,B,K161232510010024,"채용 공고: 아파트 경비원 모집
기관명: (주)서영주택관리
상세주소: 54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-01 ~ 2025-10-31
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 이창곤 | 연락처: 063-843-2412 | 홈페이지: http://www.seoyoung.co.kr"
K130042510010044,대연동 요양보호사 모집  [3등급 여 주5일 08:30-11:30],,,90040,"48508 부산광역시 남구 수영로 312, 1819호 (대연동, 21 센츄리시티 오피스텔)",치사랑재가복지센터,치사랑재가복지센터,CM0105,CM0105,60,0,1,2025-10-01,2025-10-31,2025-10-01,2025-10-31,접수중,방문,CM0804,"['고용촉진장려금대상자', '보훈취업지원대상자', '장애인']",,전나겸,051-610-1608,,B,K130042510010044,"채용 공고: 대연동 요양보호사 모집  [3등급 여 주5일 08:30-11:30]
기관명: 치사랑재가복지센터
상세주소: 48508 부산광역시 남구 수영로 312, 1819호 (대연동, 21 센츄리시티 오피스텔)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-01 ~ 2025-10-31
접수상태: 접수중
접수방법: 방문
우대사항: 고용촉진장려금대상자, 보훈취업지원대상자, 장애인
담당자: 전나겸 | 연락처: 051-610-1608"
K120252510010009,[오산역] 은행 미화원 모집,경기,오산시,10160,"04783 서울특별시 성동구 연무장11길 10 (성수동2가, 우리큐브)",(주）우리휴먼서비스,(주）우리휴먼서비스,CM0105,CM0105,60,0,1,2025-10-01,2025-11-01,2025-10-01,2025-11-01,접수중,방문,CM0804,"['장애인', '차량소지자 ※ 복지카드 소지자 우대']",,윤기원,,-,B,K120252510010009,"채용 공고: [오산역] 은행 미화원 모집
기관명: (주）우리휴먼서비스
근무지역: 경기 오산시
상세주소: 04783 서울특별시 성동구 연무장11길 10 (성수동2가, 우리큐브)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-01 ~ 2025-11-01
접수상태: 접수중
접수방법: 방문
우대사항: 장애인, 차량소지자 ※ 복지카드 소지자 우대
담당자: 윤기원 | 홈페이지: -"
K161132510010032,승무직원 채용,전북,전주시,130120,"54933 전북특별자치도 전주시 덕진구 가리내로 30, 전북고속 (금암동)",(주)전북고속,(주)전북고속,CM0105,CM0105,60,0,7,2025-10-01,2025-10-31,2025-10-01,2025-10-31,접수중,방문,CM0804,"['보훈취업지원대상자', '장애인']",,황의종,063-270-9004,www.jbexpress.co.kr,B,K161132510010032,"채용 공고: 승무직원 채용
기관명: (주)전북고속
근무지역: 전북 전주시
상세주소: 54933 전북특별자치도 전주시 덕진구 가리내로 30, 전북고속 (금암동)
연령: 60세 이상
모집인원: 7명
고용형태: CM0105
접수기간: 2025-10-01 ~ 2025-10-31
접수상태: 접수중
접수방법: 방문
우대사항: 보훈취업지원대상자, 장애인
담당자: 황의종 | 연락처: 063-270-9004 | 홈페이지: www.jbexpress.co.kr"
KJKO002509300006,아파트 경비원(건물관리원)을 모집합니다.,,,20130,24417 강원특별자치도 춘천시 안마산로 324-8 (석사동),（주）삼정매니지먼트,（주）삼정매니지먼트,CM0105,CM0105,60,0,1,2025-09-30,2025-11-29,2025-09-30,2025-11-29,접수중,방문,CM0804,"['(준)고령자(50세이상)', '보훈취업지원대상자', '장기복무 제대군인', '장애인']",,이선용,,,B,KJKO002509300006,"채용 공고: 아파트 경비원(건물관리원)을 모집합니다.
기관명: （주）삼정매니지먼트
상세주소: 24417 강원특별자치도 춘천시 안마산로 324-8 (석사동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-09-30 ~ 2025-11-29
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 보훈취업지원대상자, 장기복무 제대군인, 장애인
담당자: 이선용"
KJ21282509300001,삼구에프에스(만두공장) 생산직원 모집,강원,춘천시,10040,"07797 서울특별시 강서구 마곡중앙로 143, 타워비동 5층 7-16호(마곡동, 르웨스트시티) (마곡동)",주식회사 삼구에프에스,주식회사 삼구에프에스,CM0105,CM0105,60,0,5,2025-09-30,2025-11-29,2025-09-30,2025-11-29,접수중,방문,CM0804,"['운전면허증', '장애인', '차량소지자']",,조명근,033-250-3778,,B,KJ21282509300001,"채용 공고: 삼구에프에스(만두공장) 생산직원 모집
기관명: 주식회사 삼구에프에스
근무지역: 강원 춘천시
상세주소: 07797 서울특별시 강서구 마곡중앙로 143, 타워비동 5층 7-16호(마곡동, 르웨스트시티) (마곡동)
연령: 60세 이상
모집인원: 5명
고용형태: CM0105
접수기간: 2025-09-30 ~ 2025-11-29
접수상태: 접수중
접수방법: 방문
우대사항: 운전면허증, 장애인, 차량소지자
담당자: 조명근 | 연락처: 033-250-3778"
K120312509300007,[일룸/대구]  일룸직영매장 대구점 주6일 미화직 채용,대구,북구,10130,"04212 서울특별시 마포구 마포대로 136 (공덕동, 지방재정회관)",(주)티앤에스자산관리,(주)티앤에스자산관리,CM0105,CM0105,60,0,1,2025-09-30,2025-11-29,2025-09-30,2025-11-29,접수중,방문,CM0804,['장애인'],,나영기,02-3274-2694,www.tnspm.net,B,K120312509300007,"채용 공고: [일룸/대구]  일룸직영매장 대구점 주6일 미화직 채용
기관명: (주)티앤에스자산관리
근무지역: 대구 북구
상세주소: 04212 서울특별시 마포구 마포대로 136 (공덕동, 지방재정회관)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-09-30 ~ 2025-11-29
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 나영기 | 연락처: 02-3274-2694 | 홈페이지: www.tnspm.net"
K151232509300012,경기북부지역 교통약자 장애인 휠체어택시 헤이드 운전기사님 모집,경기,부천시,30140,"14557 경기도 부천시 원미구 부천로198번길 18 (춘의동, 춘의테크노파크II)",주식회사 힐빙케어,주식회사 힐빙케어,CM0105,CM0105,60,0,1,2025-09-30,2025-11-28,2025-09-30,2025-11-28,접수중,방문,CM0804,"['고용촉진장려금대상자', '북한이탈주민', '운전면허증', '장애인']",,박용진,032-322-6585,,B,K151232509300012,"채용 공고: 경기북부지역 교통약자 장애인 휠체어택시 헤이드 운전기사님 모집
기관명: 주식회사 힐빙케어
근무지역: 경기 부천시
상세주소: 14557 경기도 부천시 원미구 부천로198번길 18 (춘의동, 춘의테크노파크II)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-09-30 ~ 2025-11-28
접수상태: 접수중
접수방법: 방문
우대사항: 고용촉진장려금대상자, 북한이탈주민, 운전면허증, 장애인
담당자: 박용진 | 연락처: 032-322-6585"
KJKF002509300002,쌍령2차현대모닝사이드 아파트 실내 미화원 모집,,,30520,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,유한책임회사 화이트시스템,CM0105,CM0105,60,0,1,2025-09-30,2025-11-29,2025-09-30,2025-11-29,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,윤지연,,,B,KJKF002509300002,"채용 공고: 쌍령2차현대모닝사이드 아파트 실내 미화원 모집
기관명: 유한책임회사 화이트시스템
상세주소: 12984 경기도 하남시 안터로 50-29, 102호 (풍산동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-09-30 ~ 2025-11-29
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 윤지연"
