jobId,recrtTitle,emplymShp,emplymShpNm,frDd,toDd,workPlc,workPlcNm,oranNm,acptMthd,deadline,stmId,acptMthdCd,age,ageLim,clltPrnnum,detCnts,etcItm,frAcptDd,toAcptDd,plDetAddr,plbizNm,clerk,clerkContt,homepage,stmId_detail,lnkStmId,organYn_detail,wantedAuthNo,wantedTitle,createDy,updDy
KJ21062510160032,[부천대장택지지구(오정동) 건설현장]  주간 경비원 모집,CM0105,CM0105,2025-10-16,2025-11-09,010150,경기 부천시 오정구,국도안전관리(주),방문,접수중,B,CM0804,60,,2,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장기복무 제대군인, 장애인",2025-10-16,2025-11-09,"06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)",국도안전관리(주),최준호,031-8045-3268,www.kukdo1228.co.kr,A,B,N,KJ21062510160032,[부천대장택지지구(오정동) 건설현장]  주간 경비원 모집,,
KJ20522510150019,[동구 신천동] 더팰리스트데시앙 입주단지 외곽청소원 구인,CM0105,CM0105,2025-10-15,2025-11-22,070070,,（주）성보티씨에스,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-15,2025-11-22,"42251 대구광역시 수성구 알파시티2로 13 (시지동, 엘리트타워)",（주）성보티씨에스,도광점,053-622-9931,http://,A,B,N,KJ20522510150019,[동구 신천동] 더팰리스트데시앙 입주단지 외곽청소원 구인,,
KEC0142510150001,공장 미화원 구인,CM0105,CM0105,2025-10-15,2025-12-13,050230,경북 포항시 남구,주식회사유강미래산업,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 운전면허증, 장기복무 제대군인, 장애인, 차량소지자",2025-10-15,2025-12-13,"37824 경상북도 포항시 남구 문예로 78, 유강미래산업 (대도동)",주식회사유강미래산업,하무근,054-727-2020,,A,B,N,KEC0142510150001,공장 미화원 구인,,
KJDK002510150001,중산동 스카이시티자이 내부 미화원 구인,CM0103,CM0103,2025-10-15,2025-12-14,010180,인천 중구,(유)우원티엠,방문,접수중,B,CM0804,60,,1,,"고용허가제, 장애인",2025-10-15,2025-12-14,"05656 서울특별시 송파구 마천로 83 (오금동, 한이빌딩 3층1호)",(유)우원티엠,조순옥,,,A,B,N,KJDK002510150001,중산동 스카이시티자이 내부 미화원 구인,,
KJLJ002510150003,원주시가족센터 직원 채용 재공고 (기간연장),CM0105,CM0105,2025-10-15,2025-10-29,020090,강원 원주시,원주시가족센터,방문,접수중,B,CM0804,60,,1,,"운전면허증, 장애인",2025-10-15,2025-10-29,26399 강원특별자치도 원주시 판부면 매봉길 16-18,원주시가족센터,이지희,033-764-8612,,A,B,N,KJLJ002510150003,원주시가족센터 직원 채용 재공고 (기간연장),,
KJK6002510150012,향남부영 3단지 아파트 미화원 모집 (11월 3일 출근 가능자),CM0105,CM0105,2025-10-15,2025-12-13,010040,경기 화성시,주식회사 우창개발,방문,접수중,B,CM0804,60,,2,,"(준)고령자(50세이상), 장애인",2025-10-15,2025-12-13,"07557 서울특별시 강서구 양천로 738, 주식회사 우창개발 (염창동)",주식회사 우창개발,조병원,070-8854-2637,,A,B,N,KJK6002510150012,향남부영 3단지 아파트 미화원 모집 (11월 3일 출근 가능자),,
K120032510150041,(장애인 병행 채용) 아파트 외곽미화원 모집,CM0105,CM0105,2025-10-15,2025-12-14,010010,,(주)한얼관리,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-15,2025-12-14,"06343 서울특별시 강남구 일원로9길 28, (하림빌딩) (일원동)",(주)한얼관리,서경석,02-445-0291,,A,B,N,K120032510150041,(장애인 병행 채용) 아파트 외곽미화원 모집,,
KJK6002510150015,수원호매실휴먼시아4단지아파트 경비원 모집,CM0105,CM0105,2025-10-15,2025-12-12,030140,,주식회사 이데아그룹,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-15,2025-12-12,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,이건희,031-5189-7096,,A,B,N,KJK6002510150015,수원호매실휴먼시아4단지아파트 경비원 모집,,
KJ21282510150001,춘천 롯데캐슬스카이클래스 내부 미화원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),CM0105,CM0105,2025-10-15,2025-10-29,010200,,엘림에스 유한책임회사,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-15,2025-10-29,"07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)",엘림에스 유한책임회사,이윤필,033-250-4902,http://www.elims.co.kr,A,B,N,KJ21282510150001,춘천 롯데캐슬스카이클래스 내부 미화원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),,
KJ20522510150016,[동구 신천동] 더팰리스트데시앙 입주단지 경비원 구인,CM0105,CM0105,2025-10-15,2025-11-14,070070,,（주）성보티씨에스,방문,접수중,B,CM0804,60,,4,,장애인,2025-10-15,2025-11-14,"42251 대구광역시 수성구 알파시티2로 13 (시지동, 엘리트타워)",（주）성보티씨에스,도광점,053-622-9931,http://,A,B,N,KJ20522510150016,[동구 신천동] 더팰리스트데시앙 입주단지 경비원 구인,,
KJ20522510150018,[동구 신천동] 더팰리스트데시앙 입주단지 청소미화원 구인,CM0105,CM0105,2025-10-15,2025-11-22,070070,,（주）성보티씨에스,방문,접수중,B,CM0804,60,,4,,장애인,2025-10-15,2025-11-22,"42251 대구광역시 수성구 알파시티2로 13 (시지동, 엘리트타워)",（주）성보티씨에스,도광점,053-622-9931,http://,A,B,N,KJ20522510150018,[동구 신천동] 더팰리스트데시앙 입주단지 청소미화원 구인,,
KEC0132510150005,창원 대동황토방아파트 미화원 채용,CM0103,CM0103,2025-10-15,2025-12-14,040150,경남 창원시 성산구,남부건업(주),방문,접수중,B,CM0804,60,,1,,장애인,2025-10-15,2025-12-14,"51380 경상남도 창원시 의창구 중동북로 23 (중동, 제이디윙스빌딩주건축물)",남부건업(주),하범종,070-7467-1706,,A,B,N,KEC0132510150005,창원 대동황토방아파트 미화원 채용,,
KJKX002510140013,[수원 장안구]광교산스위첸 경비원 구인,CM0105,CM0105,2025-10-14,2025-11-13,030420,,미래관리주식회사,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-14,2025-11-13,"16872 경기도 용인시 수지구 대지로 41, 미래빌딩 2층 (죽전동, 2층)",미래관리주식회사,오순옥,,,A,B,N,KJKX002510140013,[수원 장안구]광교산스위첸 경비원 구인,,
KJKX002510140016,[기흥 영덕동] 흥덕힐스테이트 7단지 아파트 실내미화원 채용,CM0103,CM0103,2025-10-14,2025-11-13,030520,,유한책임회사 화이트시스템,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-14,2025-11-13,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,윤지연,,,A,B,N,KJKX002510140016,[기흥 영덕동] 흥덕힐스테이트 7단지 아파트 실내미화원 채용,,
K140022510140033,함께 일할 택시기사를 모집합니다.,CM0105,CM0105,2025-10-14,2025-12-13,070010,대구 남구,(주)아세아택시,방문,접수중,B,CM0804,60,,10,,"고용허가제, 장애인",2025-10-14,2025-12-13,"42425 대구광역시 남구 중앙대로32길 3, 아세아택시",(주)아세아택시,우성기,053-472-5202,,A,B,N,K140022510140033,함께 일할 택시기사를 모집합니다.,,
KF10672510140001,가온마을8단지 아파트 실내미화원을 모집합니다,CM0103,CM0103,2025-10-14,2025-12-13,030520,,유한책임회사 화이트시스템,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-14,2025-12-13,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,윤지연,,,A,B,N,KF10672510140001,가온마을8단지 아파트 실내미화원을 모집합니다,,
K131132510140029,시내버스 운전기사,CM0105,CM0105,2025-10-14,2025-12-12,040150,경남 창원시 진해구,진해여객자동차(주),방문,접수중,B,CM0804,60,,10,,"북한이탈주민, 운전면허증, 장애인",2025-10-14,2025-12-12,"51684 경상남도 창원시 진해구 진희로 3, 진해여객사무실 (태평동)",진해여객자동차(주),전진안,055-239-0946,www.jhbus.co.kr,A,B,N,K131132510140029,시내버스 운전기사,,
K161142510140009,중증장애인직업재활지원사업 장애인재활상담사 또는 사회복지사 채용,CM0105,CM0105,2025-10-14,2025-10-29,130040,전북 남원시,남원시장애인종합복지관,방문,접수중,B,CM0804,60,,1,,"운전면허증, 장애인",2025-10-14,2025-10-29,"55721 전북특별자치도 남원시 이백면 닭뫼안길 87, 남원시장애인종합복지관",남원시장애인종합복지관,임은용,063-635-1544,namwonrc.or.kr,A,B,N,K161142510140009,중증장애인직업재활지원사업 장애인재활상담사 또는 사회복지사 채용,,
K170052510140027,[장애인병행채용] (사)대전지체장애인협회 대덕구지회 장애인활동지원 전담인력 모집,CM0105,CM0105,2025-10-14,2025-10-28,080010,대전 대덕구,（사）대전지체장애인대덕지회,방문,접수중,B,CM0804,60,,1,,"운전면허증, 장애인, 차량소지자 장애인우대, 명절상여금 별도",2025-10-14,2025-10-28,"34387 대전광역시 대덕구 중리서로 83, 9층 (중리동)",（사）대전지체장애인대덕지회,박찬진,042-621-6377,,A,B,N,K170052510140027,[장애인병행채용] (사)대전지체장애인협회 대덕구지회 장애인활동지원 전담인력 모집,,
KJAH002510140008,[문래동] 세미콜론 문래S타워 미화원 모집,CM0105,CM0105,2025-10-14,2025-11-13,010070,,(주)한국그린서비스,방문,접수중,B,CM0804,60,,2,,"(준)고령자(50세이상), 장애인",2025-10-14,2025-11-13,"08280 서울특별시 구로구 구로동로 240, 401호",(주)한국그린서비스,이동진,,,A,B,N,KJAH002510140008,[문래동] 세미콜론 문래S타워 미화원 모집,,
KJ21062510140027,강변건영 아파트 미화원 채용,CM0105,CM0105,2025-10-14,2025-12-13,010100,,인덕종합관리(주),방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-14,2025-12-13,"01330 서울특별시 도봉구 마들로 664-5, 601호 (도봉동)",인덕종합관리(주),손성기,,,A,B,N,KJ21062510140027,강변건영 아파트 미화원 채용,,
K161232510140015,아파트 경비원 모집,CM0105,CM0105,2025-10-14,2025-10-31,130090,전북 익산시,(주)서영주택관리,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-14,2025-10-31,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,이창곤,063-843-2412,http://www.seoyoung.co.kr,A,B,N,K161232510140015,아파트 경비원 모집,,
K161132510140066,용접 및 제관업무 가능자 모집,CM0105,CM0105,2025-10-14,2025-12-13,130080,전북 완주군,(사)꿈드래장애인협회 희망센터,방문,접수중,B,CM0804,60,,1,,"운전면허증, 장애인",2025-10-14,2025-12-13,"55307 전북특별자치도 완주군 고산면 남봉신기길 6, 희망센터",(사)꿈드래장애인협회 희망센터,하태복,063-262-6424,,A,B,N,K161132510140066,용접 및 제관업무 가능자 모집,,
K160042510140032,함평군교통약자이동지원센터 직원(운전원) 채용 공고,CM0105,CM0105,2025-10-14,2025-10-31,120200,전남 함평군,(사)전라남도지체장애인협회함평군지회,방문,접수중,B,CM0804,60,,4,,장애인,2025-10-14,2025-10-31,"57138 전라남도 함평군 함평읍 남일길 238-61, 함평읍 남일길 238-59",(사)전라남도지체장애인협회함평군지회,박종관,061-324-4222,,A,B,N,K160042510140032,함평군교통약자이동지원센터 직원(운전원) 채용 공고,,
KJAW002510140006,DMC청구아파트 경비,CM0105,CM0105,2025-10-14,2025-12-13,030140,,주식회사 캐미코,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-14,2025-12-13,"14528 경기도 부천시 원미구 부천로 235, 3층 (춘의동, 형제빌딩)",주식회사 캐미코,이승창,,,A,B,N,KJAW002510140006,DMC청구아파트 경비,,
K161232510140021,아파트 설비기사 모집,CM0105,CM0105,2025-10-14,2025-10-31,130090,,(주)서영주택관리,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 장애인",2025-10-14,2025-10-31,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,이창곤,063-843-2412,http://www.seoyoung.co.kr,A,B,N,K161232510140021,아파트 설비기사 모집,,
KJ20922510140003,과천자이아파트 미화원 구인,CM0105,CM0105,2025-10-14,2025-12-13,030340,,삼우서비스주식회사,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-14,2025-12-13,"13968 경기도 안양시 만안구 안양로 503, 301호",삼우서비스주식회사,김성용,,,A,B,N,KJ20922510140003,과천자이아파트 미화원 구인,,
K120032510140002,오프라인 리서치(문서전달 및 정보수집) 직원 모집합니다.,CM0105,CM0105,2025-10-14,2025-10-28,010010,서울 강남구,이노매니지먼트주식회사,방문,접수중,B,CM0804,60,,2,,"고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-14,2025-10-28,"06017 서울특별시 강남구 압구정로48길 34, 501호 이노매니지먼트 (신사동, 삼주빌딩)",이노매니지먼트주식회사,김봉균,070-4351-2266,http://www.inno-group.net,A,B,N,K120032510140002,오프라인 리서치(문서전달 및 정보수집) 직원 모집합니다.,,
KJSU002510140001,조리원 채용,CM0105,CM0105,2025-10-14,2025-10-28,040200,경남 합천군,대한적십자사합천원폭피해자복지회관,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 보훈취업지원대상자, 북한이탈주민, 장애인",2025-10-14,2025-10-28,"50230 경상남도 합천군 합천읍 대야로 991, 합천원폭피해자복지회관",대한적십자사합천원폭피해자복지회관,정수원,055-931-2760,www.krchcwc.or.kr,A,B,N,KJSU002510140001,조리원 채용,,
K140022510140002,경비청소용역업체 관리자 채용공고,CM0105,CM0105,2025-10-14,2025-12-12,070010,대구 남구,(주)대명티엠에스,방문,접수중,B,CM0804,60,,1,,"운전면허증, 장애인, 차량소지자 컴퓨터활용능력 우수자 우대
그 외 자격 보유자 우대 
1. 경비지도사
2. 산업안전산업기사 등 안전관리자 자격보유자
3. 산업위생관리산업기사 등 보건관리자 자격보유자",2025-10-14,2025-12-12,42440 대구광역시 남구 용두방천2길 34 (이천동),(주)대명티엠에스,최계수,053-475-2900,,A,B,N,K140022510140002,경비청소용역업체 관리자 채용공고,,
KJKS002510140001,[양주옥정]  아파트 미화원(내부)모집,CM0103,CM0103,2025-10-14,2025-12-13,010090,,주식회사세원종합관리,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-14,2025-12-13,"01809 서울특별시 노원구 공릉로58가길 4, 세원빌딩 2층 (하계동, 우신주택)",주식회사세원종합관리,정화찬,031-857-0953,,A,B,N,KJKS002510140001,[양주옥정]  아파트 미화원(내부)모집,,
KJDE002510140005,회사 보안원 채용,CM0105,CM0105,2025-10-14,2025-12-13,110040,,(주)미래가이드,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-14,2025-12-13,21602 인천광역시 남동구 매소홀로 1129 (서창동),(주)미래가이드,송한엽,,,A,B,N,KJDE002510140005,회사 보안원 채용,,
K120612510140024,서울시 번동 소재 창강빌딩 미화사원 모집,CM0105,CM0105,2025-10-14,2025-12-01,010120,서울 강북구,(주）순일기업,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-14,2025-12-01,"06938 서울특별시 동작구 노량진로 26 (대방동, 솔표빌딩)",(주）순일기업,김은경,,www.soonil.co.kr,A,B,N,K120612510140024,서울시 번동 소재 창강빌딩 미화사원 모집,,
K151822510130031,금촌역더트루엘센트리지 미화원 모집,CM0105,CM0105,2025-10-13,2025-12-12,010180,,주식회사 집합건물과사람들,방문,접수중,B,CM0804,60,,6,,장애인,2025-10-13,2025-12-12,"05836 서울특별시 송파구 법원로11길 7 (문정동, 문정현대지식산업센터1-2)",주식회사 집합건물과사람들,김선아,031-941-3789,,A,B,N,K151822510130031,금촌역더트루엘센트리지 미화원 모집,,
KJK6002510130010,용인성현마을우미이노스빌2차아파트 경비원 모집,CM0105,CM0105,2025-10-13,2025-12-12,030140,,주식회사 이데아그룹,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 장애인",2025-10-13,2025-12-12,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,이건희,031-5189-4687,,A,B,N,KJK6002510130010,용인성현마을우미이노스빌2차아파트 경비원 모집,,
K151812510130057,[청담삼환아파트] 미화원채용,CM0103,CM0103,2025-10-13,2025-11-08,030020,서울 강남구,(주) 아이원서비스,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-13,2025-11-08,"10500 경기도 고양시 덕양구 화신로260번길 58, 비전프라자 704호 (화정동)",(주) 아이원서비스,최우석,,,A,B,N,K151812510130057,[청담삼환아파트] 미화원채용,,
K150122510130050,넥스트주식회사 인천서구 검단- 일반 총무/회계 사무원[장애인 우대],CM0105,CM0105,2025-10-13,2025-12-12,110070,인천 서구,넥스트 주식회사,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-13,2025-12-12,"22664 인천광역시 서구 보듬로 158, 공존 1010호 (오류동, 블루텍)",넥스트 주식회사,강양규,032-561-1022,,A,B,N,K150122510130050,넥스트주식회사 인천서구 검단- 일반 총무/회계 사무원[장애인 우대],,
K120232510130023,요양보호사 채용공고 (상시),CM0105,CM0105,2025-10-13,2025-12-12,010180,서울 송파구,구립송파노인요양센터,방문,접수중,B,CM0804,60,,10,,장애인,2025-10-13,2025-12-12,"05792 서울특별시 송파구 충민로 184, 구립송파노인요양센터 (장지동)",구립송파노인요양센터,이동만,070-5003-7502,,A,B,N,K120232510130023,요양보호사 채용공고 (상시),,
KEC0102510130003,나라장터입찰관리직모집,CM0103,CM0103,2025-10-13,2025-12-12,030020,경기 고양시 일산동구,주식회사 매직브이,방문,접수중,B,CM0804,60,,2,,"고용촉진장려금대상자, 운전면허증, 장애인, 차량소지자 1.자신감이 넘치고 승부욕이 강하신 분
2.문서 분석력이 강하신 분
3.입찰공고 사양에 부합하는 물품구매 업무에 자신이 있으신 분
4.특히 어떠한 물품이든 경쟁력 있는 가격으로 구매하실 수 있는 능력이 출중하신 분
5.국가계약법/지방계약법을 접해본 적이 있으신 분
6.최근 나라장터 입찰에 참여하셨던 경험이 있으신 분",2025-10-13,2025-12-12,"10449 경기도 고양시 일산동구 중앙로 1011, 현대밀라트2차 a동 1024호 (백석동)",주식회사 매직브이,이유진,031-901-2240,,A,B,N,KEC0102510130003,나라장터입찰관리직모집,,
KJ20832510130007,백사면 신안실크밸리 더 포레아파트 경비원 모집,CM0105,CM0105,2025-10-13,2025-12-12,030140,,주식회사 이데아그룹,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-13,2025-12-12,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,이건희,031-644-8773,,A,B,N,KJ20832510130007,백사면 신안실크밸리 더 포레아파트 경비원 모집,,
KEC0252510130005,(채용대행)산내마을2단지 센트럴리움 외곽청소원 모집,CM0105,CM0105,2025-10-13,2025-12-12,010200,,(주)두원에이앤씨,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-13,2025-12-12,"07281 서울특별시 영등포구 선유로9길 10 (문래동6가, 문래 SK V1 center)",(주)두원에이앤씨,박태종,031-8071-4249,,A,B,N,KEC0252510130005,(채용대행)산내마을2단지 센트럴리움 외곽청소원 모집,,
K161232510130047,아파트 관리소장 모집,CM0105,CM0105,2025-10-13,2025-11-02,130090,전북 익산시,(주)서영주택관리,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-13,2025-11-02,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,이창곤,063-840-6549,http://www.seoyoung.co.kr,A,B,N,K161232510130047,아파트 관리소장 모집,,
KJAH002510130001,아파트 실내 청소원 모집(고척1동),CM0105,CM0105,2025-10-13,2025-12-12,010200,,(주)스카이빌,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-13,2025-12-12,07263 서울특별시 영등포구 양산로 90-4 (당산동2가),(주)스카이빌,최한호,02-2066-2223,,A,B,N,KJAH002510130001,아파트 실내 청소원 모집(고척1동),,
KJAM002510130001,[흑석동] 흑석자이아파트 미화원 구인 / 실내,CM0103,CM0103,2025-10-13,2025-12-12,030340,,삼우서비스주식회사,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-13,2025-12-12,"13968 경기도 안양시 만안구 안양로 503, 301호",삼우서비스주식회사,김성용,,,A,B,N,KJAM002510130001,[흑석동] 흑석자이아파트 미화원 구인 / 실내,,
KJ21062510130008,동편마을 1단지아파트 경비원 모집(복지카드 우대),CM0105,CM0105,2025-10-13,2025-11-12,030070,,(주)경진이앤지,방문,접수중,B,CM0804,60,,2,,"(준)고령자(50세이상), 장애인",2025-10-13,2025-11-12,"14240 경기도 광명시 오리로854번길 16-7 (철산동, 승화빌딩)",(주)경진이앤지,안윤미,,,A,B,N,KJ21062510130008,동편마을 1단지아파트 경비원 모집(복지카드 우대),,
KJ21002510130005,내부 미화원 구인,CM0105,CM0105,2025-10-13,2025-12-12,030140,,주식회사 이데아그룹,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-13,2025-12-12,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,이건희,,,A,B,N,KJ21002510130005,내부 미화원 구인,,
K151642510130010,본사 사무실 사무보조원 모집,CM0105,CM0105,2025-10-13,2025-12-12,030520,경기 하남시,유한책임회사 화이트시스템,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-13,2025-12-12,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,윤지연,031-730-7003,,A,B,N,K151642510130010,본사 사무실 사무보조원 모집,,
K131332510130018,미화원 채용 (세영프라자),CM0103,CM0103,2025-10-13,2025-12-12,040100,,주식회사정인티비엠,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-13,2025-12-12,50657 경상남도 양산시 물금읍 물금로 9 (더 스퀘어),주식회사정인티비엠,김종율,,,A,B,N,K131332510130018,미화원 채용 (세영프라자),,
KJ20712510130001,교회 미화원 모집,CM0105,CM0105,2025-10-13,2025-10-31,080050,대전 유성구,(주)크린엔조이,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-13,2025-10-31,34931 대전광역시 중구 충무로 141,(주)크린엔조이,이경미,042-483-8000,,A,B,N,KJ20712510130001,교회 미화원 모집,,
K151122510130037,(수원당수현장) 사무보조 채용,CM0105,CM0105,2025-10-13,2025-12-12,080030,경기 수원시 권선구,계룡건설산업（주）,방문,접수중,B,CM0804,60,,1,,"운전면허증, 장애인, 차량소지자",2025-10-13,2025-12-12,"35262 대전광역시 서구 문정로48번길 48, 계룡사옥 (탄방동)",계룡건설산업（주）,오태식,070-4470-7545,,A,B,N,K151122510130037,(수원당수현장) 사무보조 채용,,
K151822510130028,중증 장애인 콜차량 운전기사 모집합니다.,CM0105,CM0105,2025-10-13,2025-12-05,030490,경기 파주시,사단법인 경기도장애인복지회（파주시지부）,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 운전면허증, 장기복무 제대군인, 장애인, 차량소지자",2025-10-13,2025-12-05,"10922 경기도 파주시 황골로 74-13, 203호 (금촌동)",사단법인 경기도장애인복지회（파주시지부）,최석구,031-944-2935,,A,B,N,K151822510130028,중증 장애인 콜차량 운전기사 모집합니다.,,
KJKO002510100014,[배곧 한라비발디3차] 내부 미화원 모집합니다,CM0105,CM0105,2025-10-10,2025-12-09,110040,,（주）비엠에스종합개발,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-10,2025-12-09,21653 인천광역시 남동구 논고개로123번길 17 (논현동),（주）비엠에스종합개발,박기용,,,A,B,N,KJKO002510100014,[배곧 한라비발디3차] 내부 미화원 모집합니다,,
K161232510100006,식품회사 파트타임 사무직 구해요,CM0103,CM0103,2025-10-10,2025-11-11,130090,전북 익산시,농업회사법인유림농산주식회사,방문,접수중,B,CM0804,60,,1,,"운전면허증, 장애인",2025-10-10,2025-11-11,54576 전북특별자치도 익산시 왕궁면 푸드폴리스로9길 22,농업회사법인유림농산주식회사,박대영,063-840-6549,,A,B,N,K161232510100006,식품회사 파트타임 사무직 구해요,,
K130042510100008,요양보호사 구인합니다,CM0105,CM0105,2025-10-10,2025-12-04,090040,부산 남구,치사랑재가복지센터,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-10,2025-12-04,"48508 부산광역시 남구 수영로 312, 1819호 (대연동, 21 센츄리시티 오피스텔)",치사랑재가복지센터,전나겸,051-610-1608,,A,B,N,K130042510100008,요양보호사 구인합니다,,
KJAX002510100001,[석관두산아파트] 경비원  모집,CM0105,CM0105,2025-10-10,2025-12-09,030140,,주식회사 이데아그룹,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-10,2025-12-09,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,이건희,,,A,B,N,KJAX002510100001,[석관두산아파트] 경비원  모집,,
KJ20972510100006,김포한강3차 푸르지오 미화원 모집,CM0105,CM0105,2025-10-10,2025-12-09,010080,,(주)한강티에스,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-10,2025-12-09,"08595 서울특별시 금천구 범안로 1130, 1호실 (가산동, 디지털엠파이어빌딩)",(주)한강티에스,김정수,,,A,B,N,KJ20972510100006,김포한강3차 푸르지오 미화원 모집,,
KJAQ002510100008,"[하왕십리동] 아파트 미화원모집(08:40~15시 주5일 월 139만원, 복지카드 우대)",CM0105,CM0105,2025-10-10,2025-12-09,010020,,(주)융성종합관리,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-10,2025-12-09,"05246 서울특별시 강동구 올림픽로 683, 명화빌딩 206호",(주)융성종합관리,문천식,,,A,B,N,KJAQ002510100008,"[하왕십리동] 아파트 미화원모집(08:40~15시 주5일 월 139만원, 복지카드 우대)",,
KJ21282510100002,춘천 후평현대1차 경비원 구인,CM0105,CM0105,2025-10-10,2025-10-31,030140,,주식회사 이데아그룹,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-10,2025-10-31,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,이건희,033-250-3778,,A,B,N,KJ21282510100002,춘천 후평현대1차 경비원 구인,,
KJAJ002510100004,상계동 포레나노원 아파트 실내 미화원 구인,CM0105,CM0105,2025-10-10,2025-11-09,010170,,승인산업주식회사,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-10,2025-11-09,"02831 서울특별시 성북구 성북로4길 52, 스카이상가 동관1층 (돈암동, 한신한진아파트)",승인산업주식회사,정병천,,,A,B,N,KJAJ002510100004,상계동 포레나노원 아파트 실내 미화원 구인,,
